Sentence	Output
Avant de parler de l' aide fournie par ECHO jusqu'à présent , peut-être me permettrez -vous de faire trois remarques plutôt personnelles .,Je voudrais faire quelques remarques techniques sur le rapport .,J' aimerais tout d' abord m' y attarder et ensuite faire quelques dernières remarques concernant notre débat sur Johannesbourg .,Je voudrais faire quelques remarques d' ordre général et ensuite en venir à mon rapport .,J' aurai d' autres remarques à faire sur la résolution .,Je voudrais également faire quelques remarques générales .,Permettez -moi de faire quelques remarques stratégiques pour commencer .,Permettez -moi à présent de faire quelques remarques sur le volet du nouvel accord relatif à la sécurité extérieure , pour lequel la présidence joue aussi un rôle aussi dans les négociations .,Monsieur le Président , Mesdames et Messieurs , avant d' entamer le débat , je voudrais faire quelques premières remarques essentielles .,Mais je souhaiterais faire quelques remarques factuelles .,au nom du groupe Verts / ALE . - ( DE ) Madame la Présidente , je ne souhaite pas répéter ce qu' ont déclaré fort justement mes collègues qui m' ont précédé mais j' aimerais plutôt faire quelques remarques générales .,Je voudrais faire quelques remarques générales et quelques remarques spécifiques sur le plan d' action présenté .,Je souhaiterais faire trois remarques très brèves .,Je voudrais faire mes remarques à la lumière de trois événements importants à venir : la réunion ministérielle UE-Ukraine qui se tiendra à Luxembourg le 26 octobre , les élections locales qui auront lieu le 31 octobre , et le 14e sommet UE-Ukraine qui se tiendra à Bruxelles le 22 novembre .,Pour conclure , je voudrais faire quelques remarques sur les activités extérieures de la BEI .,Je voudrais faire quelques remarques sur la procédure et les auditions .,Je souhaiterais toutefois faire quelques remarques sur le côté politique du discours de M. Prodi .	[]
Monsieur le Député , vous avez évoqué un problème très grave que le Conseil a effectivement traité en détail dans un débat très sérieux .	[]
La proposition de la Commission ne tient pas spécifiquement compte des problèmes de pollution de l' air dans les pays candidats à l' adhésion ; je pense qu' il est irresponsable , étant donné l' imminence de l' élargissement , que le Parlement n' ait reçu aucune informations concernant les niveaux de pollution au sein de pays tels que la Pologne ou la République tchèque , ainsi que l' évaluation des coûts et du temps nécessaire pour répondre aux nouvelles normes .	[]
Deux questions ont été posées très clairement et je vais y répondre avant de donner ma conclusion .	[]
Monsieur le Président , ainsi que l' ont déclaré plusieurs intervenants , il s' agit naturellement cette année de la première fois que nous traitons d' un budget établi sur la base des activités , l' idée étant que le budget devrait sensiblement mieux refléter les priorités politiques et que nous devrions pouvoir observer plus aisément les domaines dans lesquels nous investissons nos ressources .	[]
Ce problème fait actuellement l' objet d' un examen .	[]
Il existe divers systèmes dans les différents États membres et nous n' arrivons pas toujours à tomber d' accord sur une approche commune , mais au moins le premier pas sera fait et de nombreuses questions , comme celles concernant l' information des patients et d' autres aspects des droits des patients , seront résolues dans le cadre de l' initiative concernant les soins de santé .	[]
Mme Kauppi a , quant à elle , émis une critique concernant le coût des signatures électroniques , notamment pour les petites et moyennes entreprises .	[]
Nous devons promouvoir le débat le plus vaste possible .	[]
Tandis que des gouvernements nationaux procèdent à des réductions drastiques avec , dans certains cas , une vision à court terme , le budget de l' UE peut offrir une stabilité et une planification à long terme , contribuant ainsi - par l' intermédiaire de fonds tels que les fonds structurels et les fonds de cohésion - à créer des emplois , proposer des formations professionnelles et favoriser les économies européennes grâce à la reprise , notamment en fournissant des fonds aux régions défavorisées les plus durement touchées .	[]
Avec le livre vert , la Commission a l' intention de générer un débat sur l' utilisation d' instruments de défense commerciale en Europe : mesures de compensation , antidumping et de sauvegarde .	[]
Des mesures disciplinaires , je ne le pense pas , mais je vous promets de tenir le plus grand compte des deux observations que vous avez faites , à la fois pour les zones non fumeurs et pour l' attitude vis-à-vis de nos huissiers .	[]
Pour ce qui est de la question de savoir s' il y a eu retard ou si la procédure en infraction parviendra plus tard à la Cour que ce n' aurait été le cas si on avait opté pour la lettre de mise en demeure , la première lettre envoyée par la Commission requiert normalement un délai de réponse de deux mois .	[]
Monsieur le Président , je m' associe à la plupart des commentaires formulés jusqu'à présent par Mmes McKenna et Maij-Weggen sur la situation en Birmanie .	[]
Cette situation a été aggravée l' été dernier par une décision prise à la lumière du rapport du comité d' experts indépendants et visant à mettre fin au contrat passé avec le bureau d' assistance technique qui participais à l' application de ce programme .	[]
Cela signifie garantir un résultat équitable pour les générations futures – la possibilité d'habiter une planète saine	[]
Songez simplement aux emplois dans le secteur manufacturier et à la compétitivité – un sujet beaucoup débattu ces jours-ci	[]
Notre industrie et nos entreprises technologiques aiment la concurrence	[]
Elles savent que la concurrence mondiale est bonne pour les affaires	[]
Mais la concurrence ne vaut que si elle est équitable	[]
Nous devons nous défendre contre les pratiques déloyales	[]
Parce qu'il y a aussi des sujets sur lesquels nous pouvons et devons coopérer	[]
Réduction des risques, pas découplage – ce sera mon approche envers les dirigeants chinois lors du sommet UE-Chine qui se tiendra plus tard cette année	[]
Dans l'Union européenne, nous sommes fiers de notre diversité culturelle	[]
Quelque 6500 espèces vivent uniquement en Europe	[]
Avec la mer Baltique, nous avons là la plus grande mer saumâtre du monde	[]
Les tourbières et les zones humides protégées retiennent de grandes quantités de gaz à effet de serre, préservent les cycles hydrologiques régionaux et abritent une biodiversité unique	[]
Je tiens aujourd'hui à rendre hommage à nos agriculteurs et à les remercier d'assurer, jour après jour, notre approvisionnement alimentaire	[]
Garantir une alimentation saine: ce devoir de l'agriculture est le fondement de notre politique agricole, ici en Europe	[]
Il nous tient aussi à cœur de garantir l'indépendance de notre approvisionnement alimentaire	[]
Beaucoup s'engagent déjà en faveur d'une agriculture plus durable	[]
Je vois trois grands défis économiques pour notre industrie dans l'année à venir: les pénuries de main-d'œuvre et de compétences, l'inflation et la nécessité de faciliter l'activité de nos entreprises	[]
Grâce à SURE, la toute première initiative européenne en matière de chômage partiel, nous avons sauvé 40 millions d'emplois	[]
Ce ne sont pas des millions de personnes qui recherchent un emploi, mais des millions d'emplois qui cherchent preneurs	[]
Les hôpitaux reportent des traitements à cause du manque d'infirmières et d'infirmiers	[]
Huit millions de jeunes sont sans emploi et ne suivent ni études ni formation	[]
Nous devons donc améliorer l'accès au marché du travail	[]
Cela fait presque quarante ans que Jacques Delors convoquait la réunion de Val Duchesse, qui a vu naître le dialogue social européen	[]
Depuis lors, les partenaires sociaux ont façonné l'Union d'aujourd'hui, assurant progrès et prospérité à des millions de personnes	[]
Christine Lagarde et la Banque centrale européenne travaillent sans relâche pour juguler l'inflation	[]
Nous savons que le retour à l'objectif à moyen terme de la BCE prendra du temps	[]
Beaucoup pensaient que nous n'aurions pas assez d'énergie pour traverser l'hiver	[]
Parce que nous sommes restés unis — et que nous avons mis en commun notre demande et nos achats d'énergie	[]
Nous devons donc chercher à répliquer ce modèle de réussite dans d'autres domaines tels que celui des matières premières critiques ou de l'hydrogène propre	[]
Le prix du gaz en Europe dépassait 300 euros par mégawattheure il y a un an. Il est aujourd'hui d'environ 35 euros	[]
Nous avons mis à profit la masse critique de l'Europe pour faire baisser les prix et sécuriser notre approvisionnement	[]
Les petites entreprises n'ont pas la capacité d'affronter la complexité administrative	[]
Ou elles sont freinées par la longueur des procédures	[]
C'est pourquoi, avant la fin de l'année, nous désignerons un représentant de l'UE pour les PME placé sous mon autorité directe	[]
Nous souhaitons que les petites et moyennes entreprises nous expliquent directement quelles difficultés elles rencontrent au quotidien	[]
Pour chaque nouveau texte législatif, nous procédons à un contrôle de compétitivité, confié à un comité indépendant	[]
Le mois prochain, nous présenterons les premières propositions législatives visant à réduire les obligations de déclaration au niveau européen de 25 %	[]
Cette politique industrielle européenne nécessite également un financement européen commun	[]
C'est la raison pour laquelle nous avons proposé, dans le cadre de notre proposition de révision du budget européen, la création de la plateforme STEP	[]
Prenez, par exemple, la Chine et ses restrictions à l'exportation de gallium et de germanium, deux métaux essentiels à la fabrication de biens comme les semi-conducteurs et les panneaux solaires	[]
Beaucoup sont trop dépendants d'un seul fournisseur pour les minerais critiques	[]
Nous devrions nous efforcer de conclure des accords avec l'Australie, le Mexique et le Mercosur d'ici la fin de l'année	[]
À ce jour, nous avons conclu de nouveaux accords de libre-échange avec le Chili, la Nouvelle-Zélande et le Kenya	[]
Lorsqu'il s'agit de faciliter la vie des entreprises et des particuliers, nous avons vu à quel point la technologie numérique est importante	[]
Il est révélateur à cet égard que nous ayons dépassé l'objectif d'investissement de 20 % dans des projets numériques de NextGenerationEU	[]
Les États membres ont utilisé ces investissements pour numériser leur système de soins de santé, leur système judiciaire ou leur réseau de transport	[]
L'Europe a en outre joué un rôle pionnier dans la gestion des risques liés au monde numérique	[]
La désinformation, la diffusion de contenus préjudiciables, les risques pour la confidentialité de nos données	[]
Il en a résulté une violation de certains droits fondamentaux des personnes et une perte de confiance	[]
Le règlement sur les services numériques et le règlement sur les marchés numériques créent un espace numérique plus sûr, dans lequel les droits fondamentaux sont protégés	[]
Elle évolue plus rapidement que ses concepteurs eux-mêmes ne l'avaient prévu	[]
Il s'agit là d'une avancée historique, dont nous devrions être fiers	[]
Notre première priorité est de faire en sorte que l'IA se développe d'une manière centrée sur l'humain, transparente et responsable	[]
Nous avons présenté le règlement sur l'IA, la première législation globale au monde en la matière, qui est favorable à l'innovation	[]
Je tiens à remercier la présente Assemblée et le Conseil pour le travail qu'ils ont accompli sans relâche sur cette législation novatrice	[]
Notre législation sur l'IA est déjà un modèle pour le monde entier	[]
Nous devons maintenant adopter les règles dès que possible et passer à leur mise en œuvre	[]
Nous jetons aujourd'hui les bases d'un système de gouvernance unique en Europe	[]
Nous devrions également œuvrer de concert avec nos partenaires pour avoir tous la même compréhension de l'impact de l'IA dans nos sociétés	[]
Le troisième pilier consiste à orienter l'innovation de manière responsable	[]
Grâce à nos investissements de ces dernières années, l'Europe est désormais à la pointe en matière de supercalcul, avec 3 des 5 supercalculateurs les plus puissants du monde	[]
Je peux ainsi annoncer aujourd'hui une nouvelle initiative destinée à ouvrir nos ordinateurs à haute performance aux jeunes entreprises d'IA, pour qu'elles puissent entraîner leur modèle	[]
Nous devons entretenir un dialogue ouvert avec ceux qui développent et déploient l'IA	[]
C'est le cas ici, où nous collaborons avec les entreprises d'IA pour qu'elles s'engagent volontairement à respecter les principes établis par le règlement sur l'IA, avant son entrée en vigueur	[]
Nous devrions à présent faire converger toutes ces initiatives en vue d'adopter des normes mondiales minimales pour une utilisation sûre et éthique de l'IA	[]
Notre cœur saigne devant les pertes dévastatrices en vies humaines qu'ont subi la Libye et le Maroc, à la suite des violentes inondations et du terrible tremblement de terre	[]
L'Europe se tiendra toujours prête à apporter son soutien, de quelque manière que ce soit	[]
La succession de coups d'État militaires augmentera l'instabilité dans la région pour les années à venir	[]
La Russie exerce une influence sur le chaos qui y règne, et en tire également profit	[]
En outre, la région est devenue un terreau fertile pour le terrorisme	[]
Ces événements concernent directement l'Europe, dans la mesure où ils ont une incidence sur notre sécurité et sur notre prospérité	[]
Nous devons nous concentrer sur la coopération avec les gouvernements légitimes et les organisations régionales	[]
Nous devons développer un partenariat mutuellement bénéfique, axé sur des problématiques communes à l'Europe et à l'Afrique	[]
C'est pourquoi, avec le haut représentant Borrell, nous travaillerons à l'élaboration d'une nouvelle approche stratégique qu'il conviendra de faire avancer lors du prochain sommet UE-UA	[]
La Russie mène une guerre à grande échelle contre les principes fondateurs de la charte des Nations unies	[]
Cette offensive a suscité des inquiétudes extrêmement vives, des pays d'Asie centrale jusqu'à la région indo-pacifique	[]
Les pays de ces régions craignent que, dans un monde sans loi, ils puissent finir par subir le même sort que l'Ukraine	[]
Nous voulons jouer un rôle central dans les efforts déployés pour rendre plus juste l'ordre fondé sur des règles et pour assurer une répartition plus équitable	[]
Cela impliquera également de collaborer avec les nouveaux comme avec les anciens partenaires afin d'approfondir nos relations	[]
L'Europe collaborera toujours avec eux pour réformer et améliorer le système international	[]
En effet, la stratégie «Global Gateway» est plus transparente, plus durable et plus attrayante sur le plan économique	[]
Il s'agira de la connexion la plus directe à ce jour entre l'Inde, le golfe arabique et l'Europe: grâce à une liaison ferroviaire, les échanges commerciaux entre l'Inde et l'Europe seront 40 % plus rapides	[]
une ligne électrique et un gazoduc d'hydrogène propre favoriseront les échanges d'énergie propre entre l'Asie, le Moyen-Orient et l'Europe	[]
Il s'agit d'investissements dans les économies de nos partenaires	[]
Il s'agit d'investissements dans la prospérité et la sécurité de l'Europe, alors que le monde est en mutation rapide	[]
J'ai toujours eu la ferme conviction que la migration doit être gérée	[]
Cela nécessite de la patience	[]
Nous avons réagi rapidement et de manière unie à l'attaque hybride de la Biélorussie	[]
Nous avons travaillé en étroite collaboration avec nos partenaires des Balkans occidentaux – et réduit les flux irréguliers	[]
Nous avons signé avec la Tunisie un partenariat qui apporte des avantages mutuels au-delà de la migration – de l'éducation et des compétences professionnelles, à l'énergie et la sécurité	[]
Nous avons renforcé la protection des frontières	[]
Les agences européennes ont augmenté leur coopération avec les États membres	[]
Je veux remercier en particulier la Bulgarie et la Roumanie d'avoir montré la voie, en mettant en avant les bonnes pratiques en matière d'asile et de retour	[]
Nous savons que la migration exige un travail constant	[]
Nous avons donc besoin d'une nouvelle législation et d'une nouvelle structure de gouvernance	[]
Nous avons besoin d'une application plus stricte de la loi, de poursuites judiciaires et d'un rôle plus important pour nos agences - Europol, Eurojust et Frontex	[]
Nous devons travailler avec nos partenaires pour lutter contre ce fléau mondial qu'est la traite des êtres humains	[]
C'est pourquoi la Commission organisera une conférence internationale sur la lutte contre la traite des êtres humains	[]
Le jour où les chars russes ont franchi la frontière et sont entrés en Ukraine, une jeune mère ukrainienne est partie pour Prague afin d'y mettre son enfant en sécurité	[]
Lorsque le garde-frontière tchèque a apposé le cachet requis sur son passeport, elle a éclaté en sanglots	[]
Ce soir-là, Victoria Amelina se trouvait avec trois amis, parmi lesquels Héctor Abad Faciolince, également écrivain, d'origine colombienne	[]
Rien que cette année, nous avons fourni 12 milliards d'euros pour contribuer au paiement des salaires et des pensions	[]
Cette somme contribuera à bâtir l'avenir de l'Ukraine afin de reconstruire un pays moderne et prospère	[]
Je sais à quel point la perspective européenne est importante pour tant de gens en Géorgie	[]
Je suis donc fière d'annoncer que la Commission proposera d'étendre notre protection temporaire aux Ukrainiens dans l'UE	[]
Dans un monde où certains tentent d'opérer une sélection entre les différents pays, nous ne pouvons pas nous permettre de laisser de côté nos concitoyens européens	[]
Nous devons définir une vision pour mener à bien notre élargissement	[]
